filename,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var
blues.00000.0.wav,0.3354063630104065,0.091048293,0.1304050236940384,0.003521004,1773.0650319904662,167541.6308686573,1972.7443881356735,117335.77156332089,3714.560359074519,1080789.8855805045,0.081850962,0.000557687,-7.85E-05,0.00835359,-6.82E-05,0.005535193,129.1992188,-118.6279144,2440.286621,125.08362579345703,260.9569091796875,-23.44372368,364.08172607421875,41.32148361206055,181.69485473632812,-5.976108074,152.9631348,20.115140914916992,75.65229797363281,-16.04541016,40.22710418701172,17.85519790649414,84.32028198242188,-14.6334343,83.43723297,10.270526885986328,97.00133514404297,-9.708278656,66.66989135742188,10.18387508392334,45.10361099243164,-4.681614399,34.169498443603516,8.417439460754395,48.26944351196289,-7.233476639,42.77094650268555,-2.853603363,39.68714523,-3.241280317,36.488243103027344,0.7222089767456055,38.099151611328125,-5.050335407,33.618072509765625,-0.243026793,43.771766662597656
blues.00000.1.wav,0.3430653512477875,0.086146526,0.1126992478966713,0.001449685,1816.6937765281948,90525.69086581325,2010.0515008132973,65671.87567304078,3869.6822415865386,672244.7602729121,0.087173227,0.00102962,-9.89E-05,0.004950363,-0.000103345,0.004853505,123.046875,-125.5907059,2038.344238,122.42122650146484,216.77418518066406,-20.71801949,231.97976684570312,50.128387451171875,142.70040893554688,-11.3333025,139.2431182861328,21.385400772094727,77.81794738769531,-15.96079636,97.36402893066406,19.454103469848633,57.94809341430664,-12.46591759,68.27152252197266,17.898168563842773,56.22217559814453,-11.73255444,54.37390899658203,8.145000457763672,40.66287612915039,-7.717750549,30.808521270751953,8.397150039672852,48.78422546386719,-8.30049324,68.58482360839844,4.074709415435791,64.74827575683594,-6.055294037,40.67765426635742,0.1590154767036438,51.26409149169922,-2.837698936,97.03083038330078,5.784063339233398,59.94308090209961
blues.00000.2.wav,0.34681475162506104,0.092242889,0.13200338184833527,0.004620399,1788.539718722745,111407.43761296556,2084.5651317448537,75124.92171573533,3997.63916,790712.6796,0.071382963,0.000425284,-6.56E-05,0.012475931085646152,6.5055770392064e-05,0.004356978,123.046875,-132.4419403,3798.532227,115.08517456054688,257.3212891,-14.81166649,192.4480743408203,50.189292907714844,144.16603088378906,-0.680819452,128.37689208984375,24.650375366210938,66.37117004394531,-13.50610447,89.31933594,15.643385887145996,55.25396728515625,-13.21663666,120.30878448486328,10.406024932861328,35.75786209106445,-7.991464615,47.91161346435547,11.853962898254395,36.56993103027344,-4.677677155,40.725074768066406,6.571109771728516,30.686845779418945,-2.42475009,50.313499450683594,4.806280136108398,67.33656311035156,-1.768609762,28.34857940673828,2.378768206,45.717647552490234,-1.938424468,53.05083465576172,2.5173747539520264,33.10512161254883
blues.00000.3.wav,0.3636387884616852,0.086856157,0.1325647234916687,0.002447563,1655.289045406881,111952.2845173748,1960.0399882877425,82913.63926860478,3568.3002178485576,921652.4005015574,0.069426082,0.000303994,-1.38E-05,0.008318246,1.8252801964990795e-05,0.005926786,123.046875,-118.2310867,2508.781005859375,132.1165008544922,332.65057373046875,-18.75833511,109.35752868652344,39.76930618286133,184.69334411621094,-13.26042557,144.39822387695312,20.46813393,122.51646423339844,-14.56344795,68.93733215332031,18.74510383605957,74.74888610839844,-13.75546265,73.86857604980469,12.993759155273438,41.549564361572266,-12.64888668,58.54047775268555,10.389313697814941,39.10202407836914,-4.362738609,60.71474838256836,9.156192779541016,40.411537170410156,-9.88944149,44.666324615478516,-1.359110713,47.73945236206055,-3.841154575,28.33711814880371,1.2185875177383423,34.77093505859375,-3.580352068,50.83622360229492,3.630866050720215,32.023677825927734
blues.00000.4.wav,0.33557942509651184,0.088128544,0.14328880608081818,0.001700886,1630.6561993510775,79667.26765440499,1948.5038844114322,60204.02026823243,3469.992863581731,610211.0618210402,0.070094651,0.000288857,4.0538587199989706e-05,0.009634114,-0.000105983,0.005832687,123.046875,-105.9683762,2118.919922,134.64364624023438,219.5626220703125,-19.96174812,171.87875366210938,40.17175293,103.12071228027344,-14.27193928,102.65122985839844,18.734617233276367,79.06999969482422,-15.61938095,48.510284423828125,19.207965850830078,53.64295578,-18.274683,95.30099487304688,14.316693305969238,58.821163177490234,-5.792194366,55.03025436401367,17.04543685913086,43.22993850708008,-5.681398869,46.51525879,5.705521106719971,24.95621109008789,-7.98608017,39.816932678222656,2.092937469482422,30.33635902404785,0.6645822525024414,45.88091278076172,1.6894464492797852,51.363582611083984,-3.392489195,26.738788604736328,0.5369608998298645,29.14669418334961
blues.00000.5.wav,0.3766697347164154,0.089702107,0.1326178014278412,0.003582563,1994.9152192705897,211700.61956933062,2152.7678542146077,74263.87310240977,4371.985614483173,1067105.461021464,0.092420373,0.001174274,-3.95E-05,0.008208326,-0.000254263,0.005501048,129.1992188,-100.7527924,1920.3602294921875,111.50997924804688,425.06683349609375,-13.61438179,93.95785522460938,47.21832275390625,105.40586853027344,-12.2998085,114.28267669677734,19.724773406982422,133.7925567626953,-13.57834816,45.991127014160156,15.337599754333496,61.08654785,-12.42359352,46.994956970214844,12.252741813659668,54.61111831665039,-10.47211456,38.540958404541016,9.367176055908203,30.711273193359375,-3.419892788,38.1307373,6.704868793487549,29.604459762573242,-6.999777317,21.568641662597656,2.1271984577178955,31.448068618774414,-3.448373079,34.28413009643555,-0.416164815,40.79109191894531,-3.649624825,32.45790100097656,3.0252177715301514,28.89268684387207
blues.00000.6.wav,0.3799087405204773,0.088827312,0.1303347796201706,0.003166271,1962.1500958726688,177443.07004540853,2146.503479192859,98020.54142181856,4325.0266676682695,1172362.7999236598,0.089573317,0.001086639,-5.29E-05,0.007007618,0.000213806,0.007208383,123.046875,-101.7730331,3051.967041015625,117.01033020019531,320.8309631347656,-20.8125782,241.77725219726562,42.79658889770508,151.87022399902344,-9.790636063,125.25289916992188,22.849124908447266,47.971858978271484,-16.34083939,64.18540954589844,18.391414642333984,61.87059020996094,-16.10074997,80.86858367919922,15.335210800170898,38.0513916,-10.30678368,80.26512908935547,11.569771766662598,45.934661865234375,-7.937484741,41.673377990722656,7.370623588562012,48.04896164,-5.658714771,28.032508850097656,4.893660068511963,33.954071044921875,-2.068194389,25.623655319213867,1.4281407594680786,47.957698822021484,-3.267124176,39.382240295410156,3.2769386768341064,25.99913215637207
blues.00000.7.wav,0.33187994360923767,0.092118852,0.140600324,0.002545942,1701.8909235781698,35678.13061562547,1979.3876121320982,36670.725886003514,3625.2803861177886,317461.70079923235,0.070935998,0.00023051,1.8976545106852427e-05,0.009667023,-8.97E-05,0.005744943,123.046875,-109.1650772,1993.800537109375,127.69551086425781,102.53877258300781,-20.28654671,240.8697967529297,38.8380127,112.03889465332031,-12.6581049,191.9271697998047,17.81919288635254,89.69897461,-16.39320946,69.40918731689453,16.744558334350586,97.93817901611328,-17.36836243,83.38916778564453,11.820992469787598,39.21487045288086,-9.058530807,50.48317337036133,11.668596267700195,51.01177215576172,-4.24179554,39.76693344116211,7.482486724853516,33.28687286376953,-5.039710045,44.93305206298828,3.122666597366333,38.45621109008789,-3.637886047,24.530296325683594,-0.105147727,26.716150283813477,-2.016984701,23.150423049926758,0.21078696846961975,42.51296615600586
blues.00000.8.wav,0.3478773832321167,0.094209172,0.13312990963459015,0.002538164,1746.4735023276876,138073.93124392346,1887.619723142195,117069.92004931407,3586.9347205528848,1057632.6327091139,0.08766902,0.000821624,-8.14E-05,0.007612726,-5.87E-05,0.007005015,123.046875,-113.3731995,1945.646728515625,129.03921508789062,328.9809875488281,-31.37776375,337.1656494140625,42.994529724121094,116.70767974853516,-6.005670071,178.80691528320312,19.90250587463379,91.19867706298828,-18.3959446,68.30389404296875,18.188785552978516,83.41413116455078,-13.09365082,64.82707214355469,13.785285949707031,83.03253173828125,-10.41704845,52.80158615112305,8.280641555786133,30.858131408691406,-7.179648399,37.196205139160156,5.982778072357178,47.89522933959961,-9.880797386,58.45249557495117,-0.285936028,44.31145477294922,-4.370028973,29.873167037963867,2.1145920753479004,33.84315490722656,-2.264662981,80.81239318847656,3.7585983276367188,97.61883544921875
blues.00000.9.wav,0.3580612540245056,0.082957096,0.11531206220388412,0.001846021,1763.9489423059536,61493.42312137413,1874.1957101296146,51944.921435068805,3505.522648737981,445157.89217853686,0.10177659254807692,0.000712883,-0.000117248,0.006161275,0.00016604,0.004468827,123.046875,-125.5329056,3038.3125,126.76490020751953,184.7577362060547,-32.45678711,155.98602294921875,53.658897399902344,64.34816742,-1.761399508,130.0530242919922,23.62383270263672,59.54375457763672,-20.04943466,40.006256103515625,15.453572273254395,44.596397399902344,-13.67712402,42.246829986572266,11.425658226013184,81.55513763427734,-15.09278393,60.66948699951172,9.418168067932129,64.77452087402344,-4.564155102,27.131023406982422,9.792022705078125,40.55061340332031,-4.36627388,50.520755767822266,6.691686153411865,43.96783447265625,-3.448303699,48.67194366455078,0.099791542,41.83954620361328,-7.677177429,96.25365447998047,0.791775644,40.416419982910156
